,artist,song,album,lyrics,spotify_id,track_popularity,duration,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genius_id
12,Kanye West,30 Hours,The Life of Pablo,"['Baby', 'lion', 'goes', 'Where', 'the', 'islands', 'go', 'You', 'say', 'you', 'never', 'saw', 'this', ""comin',"", 'well', ""you're"", 'not', 'alone', 'Million', 'dollar', 'renovations', 'to', 'a', 'happy', 'home', 'My', 'ex', 'says', 'she', 'gave', 'me', 'the', 'best', 'years', 'of', 'her', 'life', 'I', 'saw', 'a', 'recent', 'picture', 'of', 'her,', 'I', 'guess', 'she', 'was', 'right', 'I', 'wake', 'up,', ""assessin'"", 'the', 'damages', ""Checkin'"", 'MediaTakeOut', 'Pictures', 'of', 'me', 'drunk', ""walkin'"", 'out', 'with', 'a', 'bitch', 'But', ""it's"", 'blurry', 'enough', 'to', 'get', 'the', 'fake', 'out', 'I', 'wake', 'up,', 'all', 'veggies', 'no', 'eggs', 'I', 'hit', 'the', 'gym,', 'all', 'chest', 'no', 'legs', 'Yep,', 'then', 'I', 'made', 'myself', 'a', 'smoothie', 'Yeah,', 'then', 'me', 'and', 'wifey', 'make', 'a', 'movie', 'Chicago', '-', 'St.', 'Louis,', 'St.', 'Louis', 'to', 'Chicago', 'Ándale', 'ándale', 'E.I,', 'E.I,', 'uh-oh', 'You', 'had', 'me', ""drivin'"", 'far', 'enough', 'to', 'switch', 'the', 'time', 'zone', 'You', 'was', 'the', 'best', 'of', 'all', 'time', 'at', 'the', 'time', 'though', 'Yeah,', 'you', ""wasn't"", 'mine', 'though', 'But', 'I', 'still', 'drove', '30', 'hours', 'And', 'I,', 'I', 'still', 'drove', '30', 'hours', 'to', 'you', 'I', 'remember', ""rappin'"", 'for', 'Jay', 'and', 'Cam', 'Young', 'producer', 'just', 'trying', 'to', 'get', 'his', 'flows', 'off', 'I', 'remember', 'being', 'nervous', 'to', 'do', ""Victoria's"", 'Secret', ""'Til"", 'I', 'pictured', 'everybody', 'with', 'they', 'clothes', 'off', 'Expedition', 'was', 'Eddie', 'Bauer', 'edition', ""I'm"", ""drivin'"", 'with', 'no', 'winter', 'tires', 'in', 'December', 'Skrrt', 'skrrt', 'skrrt', 'like', 'a', 'private', 'school', 'for', 'women', 'Then', 'I', 'get', 'there', 'and', 'all', 'the', ""Popeye's"", 'is', 'finished,', 'girl', 'You', ""don't"", 'love', 'me,', 'you', 'just', ""pretendin'"", 'I', 'need', 'a', 'happy', ""beginnin',"", 'middle', 'and', ""endin'"", 'Chicago,', 'St.', 'Louis,', 'St.', 'Louis', 'to', 'Chicago', ""It's"", ""gettin'"", 'hot', 'in', 'here,', ""that's"", 'all', 'that', 'I', 'know', 'Got', 'a', 'hotel', 'room,', '3', 'stars', 'for', 'you', 'You', 'call', 'down', 'for', 'an', 'omelet', 'Girl', ""it's"", '5', 'in', 'the', 'morning', 'You', 'realize', 'we', 'at', 'the', 'DoubleTree,', 'not', 'the', 'Aria', 'Only', 'thing', 'open', 'is', 'Waffle', 'House,', 'girl', ""don't"", 'start', 'with', 'me', 'I', 'used', 'the', 'Western', 'Union', 'for', 'you', 'like', ""it's"", 'no', 'prob', ""'Cause"", 'you', 'was', 'in', 'college', ""complainin'"", 'about', ""it's"", 'no', 'jobs', 'But', 'you', 'were', ""suckin'"", 'a', 'nigga', 'dick', 'the', 'whole', 'time', 'Well', 'I', 'guess', 'a', ""blowjob's"", 'better', 'than', 'no', 'job', 'And', 'I', 'drove', 'back', '30', 'hours', 'Were', 'remains', 'that', 'long', 'to', 'lose', 'sad', 'Better', 'unsaid', 'Always', 'turn,', 'oh', '3', 'Stacks,', 'can', 'you', 'help', 'me', 'out?', '30', 'hours', 'Yeah,', 'this', 'type', 'of', 'shit', 'you', 'just', 'ride', 'out', 'to', '30', 'hours', '30', 'hours', 'I', 'just', 'be', 'like,', 'it', 'was', 'my', 'idea', 'to', 'have', 'an', 'open', 'relationship', 'Now', 'a', 'nigga', 'mad', 'Now', ""I'm"", ""'bout"", 'to', 'drive', '90', 'miles', 'like', 'Matt', 'Barnes', 'to', 'kill...', '30', 'hours', 'Just', 'to', 'kill..', 'Just', 'to...', 'Just', 'to...', ""I'm"", 'about', 'to', 'drive', '90', '90', 'miles', 'like', 'Matt', 'Barnes', 'just', 'to', 'whoop', 'a', 'nigga', 'ass', 'It', 'was', 'my', 'idea', 'and', 'now', 'a', 'nigga', '(30', 'hours)', 'Now', 'a', 'nigga', 'mad,', 'now', 'a', 'nigga,', 'uh', 'A', 'stunna', 'Whoop', 'him', 'after', 'school', 'just', 'to', 'show', 'I', 'got', 'class', 'Duh-duh-duh-duh-duh-duh-duh-duh', 'Duh-duh', 'with', 'you,', 'yeah', '(30', 'hours)', 'You', 'know', 'what', ""I'm"", ""sayin'?"", 'Drop', 'some', 'shit', 'like', 'that', 'Ay,', 'Ay', 'woop', 'him', 'after', 'school', 'just', 'to', '30', 'hours', 'Whoop', 'him', 'after', 'school', 'just', 'to', 'show', 'I', 'got', 'class', 'Uh,', '3', 'Stacks', '30', 'hours', 'Just', 'ride', 'out', 'to', 'that', 'Check', 'it', 'out:', 'this', 'the', 'bonus', 'track,', 'this', 'the', 'bonus', '30', 'hours', 'My', 'favorite', 'albums', 'used', 'to', 'have', 'like', 'bonus', 'joints', 'like', 'this', ""That's"", 'why', 'they', 'kick', 'it', 'off', 'like', 'this', 'Just', 'did', 'that', 'Madison', 'Square', 'Garden', '30', 'hours', 'Had', 'to', 'put', 'the', 'flyest', 'nigga', 'on', 'this', 'shit', 'The', 'pyramids', 'shall', 'rise', '30', 'hours', 'Look', 'at', 'these', 'ultralight', 'beams', ""flowin'"", 'For', 'all', 'the', 'moms,', 'the', 'dads,', 'the', 'kids,', 'the', 'families', 'that', 'shared', 'this', 'moment', 'with', 'us', ""Let's"", 'rock', 'out', 'for', ""'bout"", '30', 'hours', 'You', 'know,', 'ay', 'you', 'know', 'Ay,', 'you', 'know,', 'ay,', 'you', 'know', '30', 'hours', 'Whole', 'design', 'team,', 'Yeezy', 'team,', 'music', 'team', 'Remember', 'when', 'the', 'whole', ""block'd"", 'get', 'shout', 'out?', 'This', 'my', 'version', 'of', 'a', 'shout-out', 'track', '30', 'hours', 'Let', 'that', 'mothafucka', 'rock,', 'let', 'that,', 'let', 'that,', 'yeah', 'To', 'my', 'brother', 'Yasiin,', 'holding', 'it', 'down', 'in', 'Africa', '30', 'hours', 'To', 'my', 'family:', 'thank', 'you', 'for', 'holding', 'me', 'down', 'The', 'media', 'be', 'acting', 'like', '30', 'hours', ""That's"", 'Gabe', 'calling', 'Yo', 'Gabe', ""I'm"", 'just', 'doing', 'a...', ""I'm"", 'just', 'doing', 'an', 'adlib', 'track', 'right', 'now', ""What's"", 'up?', '30', 'hours', '30', 'hours']",2CHmgtK8OCL28WtIK96u4N,62,323302,True,0.822,0.813,7,-6.736,1,0.291,0.822,0.0,0.107,0.357,95.122,4,2421955
21,Kanye West,Addiction,Late Registration,"['Why', 'everything', ""that's"", 'supposed', 'to', 'be', 'bad', 'make', 'me', 'feel', 'so', 'good?', 'Everything', 'they', 'told', 'me', 'not', 'to', 'is', 'exactly', 'what', 'I', 'would', 'Man,', 'I', 'tried', 'to', 'stop', 'man,', 'I', 'tried', 'the', 'best', 'I', 'could', 'But', '(You', 'make', 'me', 'smile)', ""What's"", 'your', 'addiction?', 'Is', 'it', 'money?', 'Is', 'it', 'girls?', 'Is', 'it', 'weed?', ""I've"", 'been', 'afflicted', 'by', 'not', 'one,', 'not', 'two,', 'but', 'all', 'three', ""She's"", 'got', 'the', 'same', 'thing,', 'about', 'me,', 'but', 'more,', 'about', 'us', ""She's"", 'coming', 'over,', 'so', 'I', 'guess,', 'that', 'means,', ""I'm"", 'her', 'drugs', 'Just', 'let', 'me', 'peek', 'now,', 'I', 'mean', 'damn,', ""I'm"", 'so', 'curious', ""She's"", 'got', 'a', 'lover,', 'so', 'the', 'lies,', 'and', 'the', 'lust,', 'is', 'a', 'rush', ""Time's"", 'of', 'the', 'essence,', 'I', 'need,', 'you', 'to', 'be', 'spontaneous', 'Roll', 'up', 'the', 'doja,', 'Henny', 'and', 'Co-Co-Coca-Cola', 'Then', ""I'm"", 'co-coming', 'over', 'cause', ""it's"", 'ne-never', 'over', 'Why', 'everything', ""that's"", 'supposed', 'to', 'be', 'bad', 'make', 'me', 'feel', 'so', 'good?', 'Everything', 'they', 'told', 'me', 'not', 'to', 'is', 'exactly', 'what', 'I', 'would', 'Man,', 'I', 'tried', 'to', 'stop', 'man,', 'I', 'tried', 'the', 'best', 'I', 'could', 'But', '(You', 'make', 'me', 'smile)', 'I', 'see', 'the', 'emotion', 'in', 'your', 'eyes,', 'that', 'you,', 'try', 'not', 'to', 'show', 'We', 'get', 'the', 'closest', 'when', 'you', 'high,', 'or', 'you', 'drunk,', 'or', 'you', 'blown', 'So', 'I', 'pour', 'the', 'potion,', 'so', 'we', 'could', 'both', 'get', 'high,', 'as', 'we', 'could', 'go', 'Then', ""I'll"", 'get', 'the', 'lotion,', 'and', 'do', ""somethin'"", 'to', 'me,', 'when', 'your', 'thighs', 'is', 'exposed', ""There's"", 'no', 'turning', 'back', 'now,', 'I', 'mean', 'I', ""don't"", 'mean', 'to', 'impose', 'Not', 'now', 'but', 'right', 'now,', 'I', 'need', 'you', 'to', 'undress,', 'and', 'then', 'pose', ""I'm"", 'into', 'that', 'now,', 'catch', 'a', 'vibe,', 'when', 'the', 'doors,', 'get', 'closed', 'Roll', 'up', 'the', 'doja,', 'Henny', 'and', 'Co-Co-Coca', 'Cola', 'And', 'I', 'keep', 'co-coming', 'over', 'cause', ""it's"", 'ne-never', 'over', 'Why', 'everything', ""that's"", 'supposed', 'to', 'be', 'bad', 'make', 'me', 'feel', 'so', 'good?', 'Everything', 'they', 'told', 'me', 'not', 'to', 'is', 'exactly', 'what', 'I', 'would', 'Man,', 'I', 'tried', 'to', 'stop', 'man,', 'I', 'tried', 'the', 'best', 'I', 'could', 'But', '(You', 'make', 'me', 'smile)', 'Why', 'everything', ""that's"", 'supposed', 'to', 'be', 'bad', 'make', 'me', 'feel', 'so', 'good?', 'Everything', 'they', 'told', 'me', 'not', 'to', 'is', 'exactly', 'what', 'I', 'would', 'Man,', 'I', 'tried', 'to', 'stop', 'man,', 'I', 'tried', 'the', 'best', 'I', 'could', 'But', '(You', 'make', 'me', 'smile)', 'I', 'just', 'wanted', 'to', 'ask', 'you', 'Just', 'wanted', 'to', 'um,', 'let', 'me,', 'how', 'would', 'I', 'put', 'this', 'uhh', ""Let's"", 'say', 'all', 'your', 'friends,', 'remember', 'the', 'one', 'You', 'said', 'if', 'you', 'ever', 'she', 'would', 'be', 'the', 'one', 'Ok,', 'ok,', 'ok', '(You', 'make', 'me', 'smile', 'with', 'my', 'heart)', 'I', 'was', 'thinking,', 'hypothetically', 'I', 'mean', ""don't"", 'take', 'this', 'seriously', ""Don't"", 'take', 'me:', 'I', 'mean', 'just,', 'uhh,', 'not', 'credibly', ""I'm"", 'feeling', 'incredibly,', 'I', 'mean', 'let', 'it', 'be', 'I', 'just', 'let', 'it', 'be', 'I', 'mean', 'you,', 'her', 'and', 'me', '(You', 'make', 'me', 'smile', 'with', 'my', 'heart)', 'I', 'mean', 'you,', 'her', 'and', 'me', 'Maybe,', 'baby,', 'baby', 'You', 'know', 'I', 'was', 'just', 'kidding', 'Unless', 'you', ""gon'"", 'do', 'it', '(You', 'make', 'me', 'smile)']",5VzeI5JM2y9t21JwrWAnkH,54,267066,True,0.55,0.761,1,-8.224,0,0.187,0.55,0.0,0.227,0.536,115.085,4,2448
22,Kanye West,All Day,,"['All', 'day,', 'nigga', '(Dance,', 'ayy,', 'ayy', 'ayy', 'ayy)', 'All', 'day,', 'nigga', 'How', 'long', 'you', 'niggas', 'ball?', 'All', 'day,', 'nigga', 'How', 'much', 'time', 'you', 'spent', 'at', 'the', 'mall?', 'All', 'day,', 'nigga', 'How', 'many', 'runners', 'do', 'you', 'got', 'on', 'call?', 'All', 'day,', 'nigga', 'Swish,', 'swish,', 'how', 'long', 'they', 'keep', 'you', 'in', 'court?', 'All', 'day,', 'nigga', 'Take', 'you', 'to', 'get', 'this', 'fly?', 'All', 'day,', 'nigga', 'Tell', 'your', 'P.O.', 'how-how', 'long', 'you', 'been', 'high?', 'All', 'day,', 'nigga', 'You', 'already', 'know', 'I’m', 'straight', 'from', 'the', 'Chi,', 'all', 'day,', 'nigga', 'South,', 'south,', 'south', 'side!', 'All', 'day,', 'nigga', 'This', 'Ye,', 'nigga', ""Shoppin'"", 'for', 'the', 'winter', 'and', 'it’s', 'just', 'May,', 'nigga', 'Ball', 'so', 'hard,', 'man,', 'this', 'shit', 'cray,', 'nigga', 'And', 'you', ""ain't"", ""gettin'"", 'money', ""'less"", 'you', 'got', 'eight', 'figures', 'For', 'that', 'Jesus', 'piece,', 'man,', ""I've"", 'been', 'saved,', 'nigga', 'Just', 'talked', 'to', 'Farrakhan,', ""that's"", 'sensei,', 'nigga', 'Told', 'him', ""I've"", 'been', 'on', 'ten', 'since', 'the', '10th', 'grade,', 'nigga', 'Got', 'a', 'middle', 'finger', 'longer', 'than', 'Dikembe,', 'my', 'nigga,', 'uh', 'I', ""don't"", 'let', ""'em"", 'play', 'with', 'me', 'I', ""don't"", 'let', ""'em"", 'talk', 'to', 'me', 'no', 'kind', 'of', 'way', 'Uh,', 'they', 'better', 'watch', 'what', 'they', 'say', 'to', 'me', 'Niggas', 'still', ""gettin'"", 'popped', 'on', 'the', 'day', 'to', 'day', 'Yeah,', 'I', 'still', 'got', 'the', 'hundred', 'with', 'the', 'small', 'face,', 'nigga', 'Might', 'spend', '50', 'racks', 'on', 'my', 'off', 'day,', 'nigga', 'You', 'a', 'fake', 'Denzel', 'like', 'the', 'Allstate', 'nigga', 'If', 'you', 'run', 'into', 'me,', 'better', 'have', 'Allstate', 'with', 'yah', 'You', 'a', 'Rico', 'Suave', 'nigga', 'Ride', ""'round"", 'listen', 'to', 'Sade,', 'nigga', 'If', 'you', ""ain't"", 'with', 'us,', 'you', 'in', 'our', 'way,', 'nigga', 'You', 'an', 'actor,', 'you', 'should', 'be', 'on', 'Broadway,', 'nigga', ""'Cause"", 'you', 'do', 'shit', 'the', 'broad', 'way,', 'nigga', 'Your', 'bitch', 'got', 'a', 'ass,', 'but', 'my', 'broad', 'way', 'thicker', 'Late', 'for', 'the', 'class,', 'in', 'the', 'hallway,', 'nigga', 'Yeah,', 'the', 'dropout', 'at', 'it', 'as', 'always', 'nigga,', 'as', 'always', 'All', 'day,', 'nigga', 'I', 'took', 'a', 'young', 'sweet', 'breath,', 'and', 'I', 'reached', 'into', 'my', 'Earth', 'Gave', 'him', 'what', 'I', 'had', 'left', 'At', 'that', 'moment', 'I', 'dispersed', 'At', 'that', 'moment', 'I', 'dispersed', 'All', 'day,', 'nigga', 'How-h-how', 'long', 'you', 'ball?', 'All', 'day,', 'nigga', 'How', 'much', 'time', 'you', 'spent', 'at', 'the', 'mall?', 'All', 'day,', 'nigga', 'How', 'long', 'it', 'take', 'you', 'to', 'get', 'this', 'fly?', 'All', 'day,', 'nigga', 'Tell', 'your', 'P.O.', 'how-how', 'long', 'you', 'been', 'high?', 'All', 'day,', 'nigga', 'Pour', 'some', 'Hen', 'out', 'for', 'my', 'niggas', 'that', 'died,', 'all', 'day,', 'nigga', 'And', 'I', 'keep', 'a', 'bad', 'bitch', 'on', 'the', 'passenger', 'side,', 'all', 'day,', 'nigga', 'You', 'already', 'know', 'I’m', 'straight', 'from', 'the', 'Chi,', 'all', 'day,', 'nigga', 'South,', 'south,', 'south', 'side!', 'All', 'day,', 'nigga', 'I', 'could', 'do', 'this', 'all', 'day,', 'boy,', ""I'm"", 'finna', 'turn', 'this', 'bitch', 'out', 'They', 'need', 'that', 'Ye', 'in', 'the', 'streets,', 'boy,', ""there's"", 'been', 'a', ""mothafuckin'"", 'drought', ""Don't"", 'really', 'matter', 'what', 'I', 'make,', 'boy,', 'you', 'know', 'I', 'still', 'go', 'wild', 'Like', 'a', 'light', 'skinned', 'slave,', 'boy,', 'we', 'in', 'the', ""mothafuckin'"", 'house!', 'Right', 'now,', 'you', ""lookin'"", 'real', 'sus', 'right', 'now', 'I', 'swear', ""I've"", 'been', 'on', 'this', 'flight', 'like', 'a', 'month', 'right', 'now', 'Stupid', 'niggas', ""gettin'"", 'money,', 'Forrest', 'Gump', 'right', 'now', 'Shout-out', 'to', 'Jackie', 'Chan,', 'I', 'need', 'to', 'stunt', 'right', 'now', ""They've"", 'been', ""lookin'"", 'at', 'the', 'Gram,', ""I've"", 'been', ""lookin'"", 'at', 'the', 'Grammys', 'Like,', 'huh,', ""that's"", 'us', 'right', 'now', '24/7,', '365', 'days,', 'everybody', ""gettin'"", 'paid', 'Niggas', ""lookin'"", 'at', 'me', 'like', ""I'm"", 'worth', 'both', 'MJs', 'People', 'saying,', '""Ye,', 'Ye,', 'take', 'it', 'easy""', '20', 'Gs', 'for', 'the', 'Yeezys', 'off', 'of', 'eBay', 'Niggas', 'do', 'the', 'most', 'and', 'they', ""ain't"", 'done', 'shit', 'Only', 'way', 'I', 'can', 'sum', 'it', 'up,', 'sumbitch', '(Hands', 'up,', 'hands', 'up,', 'hands', 'up)', 'Hands', 'up,', 'hands', 'up,', 'hands', 'up', 'So', ""won't"", 'you', 'dance?', 'ayy,', 'ayy', 'ayy', 'ayy', '(All', 'day,', 'nigga)', 'I', 'took', 'a', 'young', 'sweet', 'breath,', 'and', 'I', 'reached', 'into', 'my', 'Earth', 'Gave', 'him', 'what', 'I', 'had', 'left', 'At', 'that', 'moment', 'I', 'dispersed', 'At', 'that', 'moment', 'I', 'dispersed', 'Get', 'low,', 'alright', 'Get', 'low,', 'alright', 'What', 'up?', 'Alright,', 'alright', 'Stay', 'low,', 'alright', 'Stay', 'low,', 'alright', 'Stay', 'low,', 'alright', 'South,', 'south,', 'south', 'side!', 'All', 'day,', 'nigga', 'Whistling', 'Well,', 'well,', 'well,', 'let', 'me', 'run', '(let', 'me', 'run)', 'Let', 'me', 'run', 'to', 'see', 'who', 'came', 'undone', ""You've"", 'been', 'right', 'in', 'my', 'face', 'Let', 'me', 'run', ""'til"", ""you're"", 'off', 'my', 'case', 'Whooooa,', 'whooooa', 'Whooooa,', 'whooooa', 'Whooooa,', 'whooooa', 'Whooooa,', 'whooooa']",79reBHqpRoWXaQbjBBY3UC,62,310906,True,0.855,0.638,9,-4.968,0,0.143,0.855,0.0,0.162,0.412,122.967,4,482233
25,Kanye West,All Falls Down,The College Dropout,"['Oh,', 'when', 'it', 'all,', 'it', 'all', 'falls', 'down', 'Yeah,', 'this', 'the', 'real', 'one,', 'baby', ""I'm"", ""tellin'"", 'you', 'all,', 'it', 'all', 'falls', 'down', 'Uh,', 'Chi-Town,', 'stand', 'up!', 'Oh,', 'when', 'it', 'all,', 'it', 'all', 'falls', 'down', 'Southside,', 'Southside', 'We', ""gon'"", 'set', 'this', 'party', 'off', 'right', ""I'm"", ""tellin'"", 'you', 'all,', 'it', 'all', 'falls', 'down', 'Westside,', 'Westside', 'We', ""gon'"", 'set', 'this', 'party', 'off', 'right', 'Oh,', 'when', 'it', 'all', 'Man,', 'I', 'promise,', ""she's"", 'so', 'self-conscious', 'She', 'has', 'no', 'idea', 'what', 'she', ""doin'"", 'in', 'college', 'That', 'major', 'that', 'she', 'majored', 'in', ""don't"", 'make', 'no', 'money', 'But', 'she', ""won't"", 'drop', 'out,', 'her', ""parents'll"", 'look', 'at', 'her', 'funny', 'Now,', 'tell', 'me', 'that', ""ain't"", 'insecurr', 'The', 'concept', 'of', 'school', 'seems', 'so', 'securr', 'Sophomore,', 'three', 'yurrs,', ""ain't"", 'picked', 'a', 'carurr', 'She', 'like,', '""Fuck', 'it,', ""I'll"", 'just', 'stay', 'down', 'hurr', 'and', 'do', 'hair.""', '‘Cause', ""that's"", 'enough', 'money', 'to', 'buy', 'her', 'a', 'few', 'pairs', 'Of', 'new', 'Airs,', '‘cause', 'her', 'baby', 'daddy', ""don't"", 'really', 'care', ""She's"", 'so', 'precious', 'with', 'the', 'peer', 'pressure', ""Couldn't"", 'afford', 'a', 'car,', 'so', 'she', 'named', 'her', 'daughter', 'Alexis', 'She', 'had', 'hair', 'so', 'long', 'that', 'it', 'looked', 'like', 'weave', 'Then', 'she', 'cut', 'it', 'all', 'off,', 'now', 'she', 'look', 'like', 'Eve', 'And', 'she', 'be', ""dealin'"", 'with', 'some', 'issues', 'that', 'you', ""can't"", 'believe', 'Single', 'black', 'female', 'addicted', 'to', 'retail,', 'and', 'well', 'Oh,', 'when', 'it', 'all,', 'it', 'all', 'falls', 'down', 'And', 'when', 'it', 'falls', 'down,', 'who', 'you', ""gon'"", 'call', 'now?', ""I'm"", ""tellin'"", 'you', 'all,', 'it', 'all', 'falls', 'down', ""C'mon,"", ""c'mon,"", 'and', 'when', 'it', 'falls', 'down', 'Oh,', 'when', 'it', 'all', 'Man,', 'I', 'promise,', ""I'm"", 'so', 'self-conscious', ""That's"", 'why', 'you', 'always', 'see', 'me', 'with', 'at', 'least', 'one', 'of', 'my', 'watches', ""Rollie's"", 'and', ""Pasha's"", 'done', 'drove', 'me', 'crazy', 'I', ""can't"", 'even', 'pronounce', ""nothin',"", 'pass', 'that', 'Ver-say-see!', 'Then', 'I', 'spent', 'four', 'hundred', 'bucks', 'on', 'this', 'Just', 'to', 'be', 'like,', '""Nigga,', 'you', ""ain't"", 'up', 'on', 'this.""', 'And', 'I', ""can't"", 'even', 'go', 'to', 'the', 'grocery', 'store', 'Without', 'some', 'Ones', ""that's"", 'clean', 'and', 'a', 'shirt', 'with', 'a', 'team', 'It', 'seem', 'we', ""livin'"", 'the', 'American', 'Dream', 'But', 'the', 'people', 'highest', 'up', 'got', 'the', 'lowest', 'self-esteem', 'The', 'prettiest', 'people', 'do', 'the', 'ugliest', 'things', 'For', 'the', 'road', 'to', 'riches', 'and', 'diamond', 'rings', 'We', 'shine', 'because', 'they', 'hate', 'us,', 'floss', ""'cause"", 'they', 'degrade', 'us', 'We', 'tryna', 'buy', 'back', 'our', '40', 'acres', 'And', 'for', 'that', 'paper,', 'look', 'how', 'low', ""we'll"", 'stoop', 'Even', 'if', 'you', 'in', 'a', 'Benz,', 'you', 'still', 'a', 'nigga', 'in', 'a', 'coupe', 'Oh,', 'when', 'it', 'all,', 'it', 'all', 'falls', 'down', 'Come', 'on,', 'come', 'on', ""I'm"", ""tellin'"", 'you', 'all,', 'it', 'all', 'falls', 'down', 'And', 'when', 'it', 'falls', 'down,', 'who', 'you', ""gon'"", 'call', 'now?', 'Oh,', 'when', 'it', 'all,', 'it', 'all', 'falls', 'down', 'Come', 'on,', 'come', 'on', ""I'm"", ""tellin'"", 'you', 'all,', 'it', 'all', 'falls', 'down', 'And', 'when', 'it', 'all', 'falls', 'down', 'I', 'say,', '""Fuck', 'the', 'police,""', ""that's"", 'how', 'I', 'treat', ""'em"", 'We', 'buy', 'our', 'way', 'out', 'of', 'jail,', 'but', 'we', ""can't"", 'buy', 'freedom', ""We'll"", 'buy', 'a', 'lot', 'of', 'clothes,', 'but', 'we', ""don't"", 'really', 'need', ""'em"", 'Things', 'we', 'buy', 'to', 'cover', 'up', ""what's"", 'inside', ""'Cause"", 'they', 'made', 'us', 'hate', 'ourself', 'and', 'love', 'they', 'wealth', ""That's"", 'why', ""shorty's"", ""hollerin',"", '""Where', 'the', 'ballers', 'at?""', 'Drug', 'dealer', 'buy', 'Jordan,', 'crackhead', 'buy', 'crack', 'And', 'the', 'white', 'man', 'get', 'paid', 'off', 'of', 'all', 'of', 'that', 'But', 'I', ""ain't"", 'even', ""gon'"", 'act', 'holier', 'than', 'thou', ""'Cause"", 'fuck', 'it,', 'I', 'went', 'to', 'Jacob', 'with', '25', 'thou', 'Before', 'I', 'had', 'a', 'house', 'and', ""I'd"", 'do', 'it', 'again', '‘Cause', 'I', 'wanna', 'be', 'on', '106', '&', 'Park,', ""pushin'"", 'a', 'Benz', 'I', 'want', 'to', 'act', 'ballerific', 'like', ""it's"", 'all', 'terrific', 'I', 'got', 'a', 'couple', 'past-due', 'bills,', 'I', ""won't"", 'get', 'specific', 'I', 'got', 'a', 'problem', 'with', ""spendin'"", 'before', 'I', 'get', 'it', 'We', 'all', 'self-conscious,', ""I'm"", 'just', 'the', 'first', 'to', 'admit', 'it', 'Oh,', 'when', 'it', 'all,', 'it', 'all', 'falls', 'down', ""C'mon,"", ""c'mon"", 'And', 'when', 'it', 'falls', 'down,', 'who', 'you', ""gon'"", 'call', 'now?', ""I'm"", ""tellin'"", 'you', 'all,', 'it', 'all', 'falls', 'down', ""C'mon"", ""c'mon,"", 'and', 'when', 'it', 'falls', 'down', 'Oh,', 'when', 'it', 'all,', 'it', 'all', 'falls', 'down', 'Southside,', 'Southside', 'We', ""gon'"", 'set', 'this', 'party', 'off', 'right', ""I'm"", ""tellin'"", 'you', 'all,', 'it', 'all', 'falls', 'down', 'Westside,', 'Westside', 'We', ""gon'"", 'set', 'this', 'party', 'off', 'right', 'Oh', 'when', 'it', 'all,', 'it', 'all', 'falls', 'down', 'Chi-Town,', 'Chi-Town', 'We', ""gon'"", 'show', ""'em"", 'how', 'we', 'get', 'down', ""I'm"", ""tellin'"", 'you', 'all,', 'it', 'all', 'falls', 'down', 'Now,', 'Syleena,', 'you', 'just', 'like', 'a', 'safe', 'belt,', 'you', 'saved', 'my', 'life', ""C'mon"", 'Oh', 'when', 'it', 'all,', 'it', 'all', 'falls', 'down', ""I'm"", ""tellin'"", 'you', 'all,', 'it', 'all', 'falls', 'down']",2cYZpcIV39X48RnOFM7w2V,70,223506,True,0.643,0.717,8,-4.876,0,0.506,0.643,0.0,0.152,0.46,90.893,4,86
